normalized_brand,brand_family,current_company_owner,proposed_company_owner,proposed_action,proposal_reason,query_category,primary_country,observed_market_region_codes,product_count,legacy_primary_brand_examples,brand_entity_raw_examples,brand_entity_source_examples,brand_alias_source_examples,brand_alias_review_status_examples,example_product_names,example_off_brands_raw,example_image_urls,example_barcodes,julia_decision,julia_company_override,julia_note
marque repere,marque repere,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc private-label line,snacks,France,FRANCE|DACH|SOUTHERN_EUROPE,1,chaque jour sans gluten,marque repere,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Barres céréales flocons d'avoine et chocolat sans gluten x 6,"Chaque Jour Sans Gluten, Marque Repère",https://images.openfoodfacts.org/images/products/356/470/651/4225/front_fr.23.400.jpg,3564706514225,,,
paturages,paturages,Manual review,Intermarché / Les Mousquetaires,map_to_company,obvious Intermarché private-label line,dairies,France,FRANCE|BENELUX,1,paturages,paturages,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Mozzarella di latte di bufala 3x100g,Paturages,https://images.openfoodfacts.org/images/products/325/039/305/9858/front_fr.3.400.jpg,3250393059858,,,
paturages,paturages,Manual review,Intermarché / Les Mousquetaires,map_to_company,obvious Intermarché private-label line,dairies,Afghanistan,FRANCE,1,paturages,paturages,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Yaourt a la grecque au caramel beurre sale 4x150g,Paturages,https://images.openfoodfacts.org/images/products/325/039/346/8131/front_en.16.400.jpg,3250393468131,,,
paturages,paturages,Manual review,Intermarché / Les Mousquetaires,map_to_company,obvious Intermarché private-label line,dairies,France,FRANCE|US_CANADA,1,paturages,paturages,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,"Strawberry flavor granola + yogurt bar, strawberry",pâturages,https://images.openfoodfacts.org/images/products/000/000/508/8906/front_fr.4.400.jpg,5088906,,,
paturages,paturages,Manual review,Intermarché / Les Mousquetaires,map_to_company,obvious Intermarché private-label line,dairies,United Kingdom,UK_IE,1,paturages,paturages,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Faisselle,Paturages,https://images.openfoodfacts.org/images/products/881/639/011/0302/front_en.3.400.jpg,8816390110302,,,
KitKat,KitKat,Manual review,Nestlé,map_to_company,KitKat non-US manual-review row; assign Nestlé for launch review,snacks,Spain,SOUTHERN_EUROPE|US_CANADA,1,kitkat,KitKat,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,KitKat,KitKat,https://images.openfoodfacts.org/images/products/003/400/008/7525/front_en.3.400.jpg,34000087525,,,
KitKat,KitKat,Manual review,Nestlé,map_to_company,KitKat non-US manual-review row; assign Nestlé for launch review,snacks,United Kingdom,UK_IE|US_CANADA,1,nestle,KitKat,product_name_recovery_nestle_uk_ie_snacks,curated_mechanical_brand_alias,confirmed,KitKat Caramel X 9,Nestle,https://images.openfoodfacts.org/images/products/844/529/052/6298/front_en.14.400.jpg,8445290526298,,,
Rolo,Rolo,Manual review,Nestlé,map_to_company,Rolo non-US manual-review row; assign Nestlé for launch review,snacks,Canada,US_CANADA|FRANCE,1,nestle,Rolo,product_name_recovery_nestle_france_snacks,curated_mechanical_brand_alias,confirmed,Rolo,Nestlé,https://images.openfoodfacts.org/images/products/005/980/020/0806/front_en.10.400.jpg,59800200806,,,
7UP,7UP,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,1,7up,7UP,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,"7up, free, flavoured soft drink with sweeteners, lemon and lime",7up,https://images.openfoodfacts.org/images/products/000/008/717/0726/front_en.8.400.jpg,87170726,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,Canada,US_CANADA|UK_IE,1,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Creme-Egg Single,Cadbury,https://images.openfoodfacts.org/images/products/000/005/020/1600/front_en.25.400.jpg,50201600,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,beverages,France,FRANCE|UK_IE|US_CANADA,1,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Bournville Cocoa,Cadbury,https://images.openfoodfacts.org/images/products/503/466/002/1445/front_en.77.400.jpg,5034660021445,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,Finland,NORDICS|US_CANADA,1,cadburys,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Cadbury double decker chocolate bar,"Cadbury's, Cadbury",https://images.openfoodfacts.org/images/products/503/466/051/8471/front_en.17.400.jpg,5034660518471,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,Austria,DACH|US_CANADA|FRANCE,1,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Caramilk Candy,Cadbury,https://images.openfoodfacts.org/images/products/000/000/610/5422/front_en.27.400.jpg,6105422,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,Australia,US_CANADA|UK_IE,1,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Curlywurly imp,Cadbury,https://images.openfoodfacts.org/images/products/762/220/142/7252/front_en.8.400.jpg,7622201427252,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,Switzerland,DACH|UK_IE|US_CANADA,1,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Dairymilk buttons,Cadbury,https://images.openfoodfacts.org/images/products/762/221/028/6956/front_en.59.400.jpg,7622210286956,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,France,FRANCE|DACH|UK_IE|US_CANADA,1,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Twirl,Cadbury,https://images.openfoodfacts.org/images/products/762/221/098/9246/front_en.30.400.jpg,7622210989246,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,Germany,DACH|US_CANADA,1,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,crunchie,Cadbury,https://images.openfoodfacts.org/images/products/762/221/098/9505/front_en.40.400.jpg,7622210989505,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,France,FRANCE|SOUTHERN_EUROPE|UK_IE|US_CANADA,1,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Dairy Milk Caramel,Cadbury,https://images.openfoodfacts.org/images/products/762/230/073/4824/front_en.32.400.jpg,7622300734824,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,France,FRANCE|UK_IE|SOUTHERN_EUROPE|US_CANADA,1,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Dairy milk chocolate bar,Cadbury,https://images.openfoodfacts.org/images/products/762/230/073/5838/front_en.12.400.jpg,7622300735838,,,
Cadbury Dairy Milk,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury line scope; use Other unless manually split later,snacks,France,FRANCE|UK_IE|US_CANADA,1,cadbury,cadbury dairy milk,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Little Bar,Cadbury Dairy Milk,https://images.openfoodfacts.org/images/products/000/009/611/9341/front_en.41.400.jpg,96119341,,,
Crunch,Crunch,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,snacks,Belgium,BENELUX|FRANCE|DACH,1,nestle,crunch,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,CRUNCH Lait Tablette 100g,"Nestlé, Crunch",https://images.openfoodfacts.org/images/products/303/371/000/1279/front_fr.101.400.jpg,3033710001279,,,
Crunch,Crunch,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,France,FRANCE|DACH,1,nestle,crunch,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,NESTLE CRUNCH Céréales 750g,"Nestlé, Crunch",https://images.openfoodfacts.org/images/products/761/303/493/2266/front_fr.230.400.jpg,7613034932266,,,
Crunch,Crunch,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,snacks,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,1,nestle,crunch,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,,"Nestlé, Crunch",https://images.openfoodfacts.org/images/products/800/030/026/4388/front_fr.294.400.jpg,8000300264388,,,
Crunch,Crunch,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,snacks,United Kingdom,UK_IE,1,crunch,crunch,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Nestlé Crunch,"Crunch,Nestlé",https://images.openfoodfacts.org/images/products/800/030/033/1158/front_en.6.400.jpg,8000300331158,,,
Dr Pepper,Dr Pepper,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,snacks,France,FRANCE|US_CANADA,1,dr pepper,Dr Pepper,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,Flavored candy twist,Dr Pepper,https://images.openfoodfacts.org/images/products/002/222/450/6526/front_fr.10.400.jpg,22224506526,,,
Dr Pepper,Dr Pepper,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,France,FRANCE|DACH|US_CANADA,1,dr pepper,Dr Pepper,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,Dr pepper,Dr Pepper,https://images.openfoodfacts.org/images/products/400/014/070/5625/front_de.16.400.jpg,4000140705625,,,
Dr Pepper,Dr Pepper,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,Canada,US_CANADA|FRANCE,1,dr pepper,Dr Pepper,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,Dr Pepper,Dr Pepper,https://images.openfoodfacts.org/images/products/005/490/000/0608/front_en.3.400.jpg,54900000608,,,
Dr Pepper,Dr Pepper,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,Switzerland,DACH|US_CANADA,1,dr pepper,Dr Pepper,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,Diet Dr Pepper,Dr Pepper,https://images.openfoodfacts.org/images/products/007/800/008/3408/front_en.77.400.jpg,78000083408,,,
Dr Pepper,Dr Pepper,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,Bolivia,FRANCE|US_CANADA,1,dr pepper,Dr Pepper,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,Dr Pepper,Dr Pepper,https://images.openfoodfacts.org/images/products/000/000/783/1504/front_en.222.400.jpg,7831504,,,
Dr Pepper,Dr Pepper,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,Netherlands,BENELUX|US_CANADA,1,dr pepper,Dr Pepper,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,Cherry,Dr Pepper,https://images.openfoodfacts.org/images/products/871/285/797/1113/front_nl.10.400.jpg,8712857971113,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,snacks,Belgium,BENELUX|NORDICS|FRANCE|SOUTHERN_EUROPE,1,nestle,Fitness,product_name_recovery_nestle_france_snacks,curated_mechanical_brand_alias,confirmed,Chocolate Fitness,Nestlé,https://images.openfoodfacts.org/images/products/338/739/032/0558/front_en.99.400.jpg,3387390320558,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,1,nestle,Fitness,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,Nature Céréales,"Nestlé, Fitness",https://images.openfoodfacts.org/images/products/338/739/032/1357/front_fr.152.400.jpg,3387390321357,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,1,nestle,Fitness,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,Chocolate con Leche,"Nestlé,Fitness",https://images.openfoodfacts.org/images/products/338/739/032/6468/front_es.216.400.jpg,3387390326468,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,France,FRANCE,1,fitness,Fitness,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Delicious Protein,Fitness,https://images.openfoodfacts.org/images/products/366/207/201/3080/front_fr.4.400.jpg,3662072013080,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,United States,US_CANADA,1,fitness,Fitness,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,Fitness fruits,"Fitness,Nestlé",https://images.openfoodfacts.org/images/products/750/105/861/4940/front_en.3.400.jpg,7501058614940,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,Bulgaria,FRANCE,1,nestle,Fitness,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,FITNESS Miel amandes,"Nestlé, Fitness",https://images.openfoodfacts.org/images/products/761/303/231/8673/front_fr.53.400.jpg,7613032318673,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,Belgium,BENELUX|FRANCE,1,nestle,Fitness,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,Fitness honing and amandes max,"Nestlé, Cereal Partners, Fitness",https://images.openfoodfacts.org/images/products/761/303/404/7458/front_fr.11.400.jpg,7613034047458,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,snacks,Colombia,FRANCE,1,nestle,Fitness,product_name_recovery_nestle_france_snacks,curated_mechanical_brand_alias,confirmed,Fitness Frutos Rojos,Nestlé,https://images.openfoodfacts.org/images/products/770/202/405/0834/front_es.16.400.jpg,7702024050834,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,cereals,Bolivia,SOUTHERN_EUROPE|US_CANADA,1,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Fun Pak,Kellogg's,https://images.openfoodfacts.org/images/products/003/800/005/2200/front_es.32.400.jpg,38000052200,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,cereals,India,SOUTHERN_EUROPE|US_CANADA,1,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Froot loops marshmallows,Kellogg's,https://images.openfoodfacts.org/images/products/003/800/019/8915/front_en.35.400.jpg,38000198915,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,cereals,Germany,DACH|UK_IE|US_CANADA,1,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Raisin bran breakfast cereal,Kellogg's,https://images.openfoodfacts.org/images/products/003/800/019/9875/front_en.26.400.jpg,38000199875,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,snacks,Belgium,BENELUX|US_CANADA,1,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,"Frosted sparkle-licious cherry toaster pastries, frosted sparkle-licious cherry",Kellogg's,https://images.openfoodfacts.org/images/products/003/800/020/4098/front_fr.3.400.jpg,38000204098,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,snacks,United Kingdom,UK_IE|US_CANADA,1,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,"Frosted toaster pastries, cherry",Kelloggs,https://images.openfoodfacts.org/images/products/003/800/031/8207/front_en.4.400.jpg,38000318207,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,cereals,France,FRANCE|DACH|US_CANADA,1,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Corn Flakes,Kellogg's,https://images.openfoodfacts.org/images/products/003/810/021/2290/front_en.23.400.jpg,38100212290,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,cereals,Ireland,UK_IE|US_CANADA,1,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Coco Pops,Kellogg's,https://images.openfoodfacts.org/images/products/505/931/902/4479/front_en.13.400.jpg,5059319024479,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,cereals,Belgium,BENELUX|US_CANADA,1,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Froot Loops Marshmallows,"Kellogg's, Froot Loops",https://images.openfoodfacts.org/images/products/542/502/890/5376/front_en.9.400.jpg,5425028905376,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,cereals,Canada,US_CANADA|FRANCE|DACH,1,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Flocons de maïs (Corn flakes),Kellogg's,https://images.openfoodfacts.org/images/products/006/410/010/8196/front_en.17.400.jpg,64100108196,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,cereals,Belgium,BENELUX|US_CANADA|FRANCE|DACH,1,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Frosted Flakes,Kellogg's,https://images.openfoodfacts.org/images/products/006/410/010/8301/front_en.49.400.jpg,64100108301,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,snacks,Australia,FRANCE|US_CANADA,1,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Pop Tarts Frosted Chocotastic,Kellogg's,https://images.openfoodfacts.org/images/products/931/005/510/0442/front_en.5.400.jpg,9310055100442,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Spain,SOUTHERN_EUROPE|US_CANADA,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Green Tea Citrus,Lipton,https://images.openfoodfacts.org/images/products/001/200/001/9258/front_en.64.400.jpg,12000019258,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,snacks,France,FRANCE,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Galettes bretonnes du Bourg de Batz,Lipton,https://images.openfoodfacts.org/images/products/328/092/000/4020/front_fr.12.400.jpg,3280920004020,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Belgium,BENELUX|FRANCE|US_CANADA,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Lipton Ice Tea saveur pêche zéro sucres,Lipton,https://images.openfoodfacts.org/images/products/350/211/000/8459/front_fr.148.400.jpg,3502110008459,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,United Kingdom,UK_IE|US_CANADA,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Lemon Ice Tea,Lipton,https://images.openfoodfacts.org/images/products/406/213/900/7806/front_en.7.400.jpg,4062139007806,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Germany,DACH|US_CANADA,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Schwarze Oliven,Lipton,https://images.openfoodfacts.org/images/products/004/100/000/3547/front_en.7.400.jpg,41000003547,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Niger,US_CANADA,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Black tea,Lipton,https://images.openfoodfacts.org/images/products/000/000/412/9105/front_en.9.400.jpg,4129105,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Morocco,UK_IE,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,lipton,Lipton,https://images.openfoodfacts.org/images/products/506/327/010/0752/front_en.6.400.jpg,5063270100752,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Belgium,BENELUX|NORDICS|UK_IE,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Green tea,Lipton,https://images.openfoodfacts.org/images/products/506/327/010/1766/front_en.3.400.jpg,5063270101766,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Czech Republic,FRANCE|UK_IE,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Lipton Peach Ice Tea,Lipton,https://images.openfoodfacts.org/images/products/590/049/761/0339/front_fr.37.400.jpg,5900497610339,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Czech Republic,FRANCE,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,lipton Peach Ice Tea,Lipton,https://images.openfoodfacts.org/images/products/590/049/761/1503/front_fr.26.400.jpg,5900497611503,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Romania,US_CANADA,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Lipton Cu Ceai Verde,Lipton,https://images.openfoodfacts.org/images/products/594/220/400/5885/front_ro.7.400.jpg,5942204005885,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Algeria,FRANCE|US_CANADA,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Yellow Label Tea,Lipton,https://images.openfoodfacts.org/images/products/622/104/870/0705/front_en.48.400.jpg,6221048700705,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Algeria,FRANCE,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Lipton Yellow Label Black Tea 100 Tea Bags,Lipton,https://images.openfoodfacts.org/images/products/622/104/870/0736/front_fr.3.400.jpg,6221048700736,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,France,FRANCE|SOUTHERN_EUROPE|DACH,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Pesca ice tea,Lipton,https://images.openfoodfacts.org/images/products/800/116/000/3520/front_it.22.400.jpg,8001160003520,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,France,FRANCE|DACH|SOUTHERN_EUROPE,1,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,African rooibos,Lipton,https://images.openfoodfacts.org/images/products/871/811/489/6052/front_fr.13.400.jpg,8718114896052,,,
Schweppes,Schweppes,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,France,FRANCE|US_CANADA,1,schweppes,Schweppes,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,GINGER ALE,Schweppes,https://images.openfoodfacts.org/images/products/007/800/020/6401/front_en.26.400.jpg,78000206401,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,Switzerland,DACH|US_CANADA,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,DOUBLESHOT ENERGY,STARBUCKS,https://images.openfoodfacts.org/images/products/001/200/002/8458/front_en.54.400.jpg,12000028458,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,beverages,Bolivia,FRANCE|US_CANADA,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Frappuccino chilled coffee drink,"Starbucks,Frappuccino",https://images.openfoodfacts.org/images/products/001/200/081/3313/front_en.111.400.jpg,12000813313,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,Bolivia,US_CANADA,1,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Mocha Frappuccino chilled coffee drink,Starbucks,https://images.openfoodfacts.org/images/products/000/000/126/4904/front_en.114.400.jpg,1264904,,,
