normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
Cadbury,cadbury,Mondelēz International,market_scoped,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Mondelēz International,Mondelēz International,140,Proposed company mapping is concrete; approve for launch. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,Fingers | Twirl extra | Cadbury Dairy Milk Biscoff | Fingers Salted Caramel Flavour | Dairy milk buttons dessert | Mini Fingers Biscuits Bag (6x19.3g),"Cadbury | CADBURY | Cadbury | Cadbury | Cadbury | Cadbury, Mondelez",append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
quaker,quaker,PepsiCo,direct,cereals,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,139,Known PepsiCo brand / regional alias missing from proposed mapping.,Cruesli lait | Organic Instant Oatmeal Original | Organic Instant Oatmeal Maple & Brown Sugar | Quaker oatmeal squares cereal cinnamon | Crunchy corn cereal,Quaker | Quaker | Quaker | Quaker | Quaker,append_candidate,direct,
u,u,Système U,direct,cereals,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Système U,Manual review / complex ownership,Manual review / complex ownership,137,Obvious Système U retailer/private-label brand line in France.,Pétales de blé goût chocolat | Céréales chocolatées et fourrées au chocolat - 600g | Pétales Fruits Rouges | lune de céréales au chocolat | Muesli floconneux 25% de fruits et noix,"U | U | U | U, U bio | U, U Bio",append_candidate,direct,
aldi,aldi,Aldi,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,136,Obvious Aldi retailer/private-label brand line.,Vanilla Cream Brioche | Chocolat au lait Céréales croustillantes | Galettes saveur noisette aldi | Crêpes dentelle au beurre | Tiramisu,"Aldi | Aldi, ISAURA | Aldi, SIMPLEMENT BON ET BIO | Aldi, Pays Gourmand | Aldi",append_candidate,direct,
lidl,lidl,Lidl,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,136,Obvious Lidl retailer/private-label brand line.,Râpé aux 3 fromages | Crème caramel | Pointe de brie | Camembert Chêne d Argent | Yaourt a boire Hey,Lidl | Lidl | Lidl | LIDL | Lidl,append_candidate,direct,
lindt,lindt,Lindt & Sprüngli,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lindt & Sprüngli,Manual review / complex ownership,Manual review / complex ownership,136,Known Lindt brand / line.,"Lindt williams, liquor chocolate with williams pear | Lindor, Assorted Chocolate Truffles | Lindt, hello my name is cookies & cream, milk chocolate with cookies and cream filling | Milk chocolate with cream cheese filling | Lindt, lindor, assorted chocolate truffles | Lindt, dark chocolate, intense mint | Excellence bar","Lindt, Polo Leathergoods | Lindt,Lindt & Sprungli (Usa) Inc. | Lindt, Lindt & Sprungli Gmbh | Lindt, Lindt & Sprungli Gmbh | Lindt,Lindt & Sprungli (Schweiz) Ag | Lindt Excellence,Lindt, Lindt & Sprungli (Usa) Inc. | Lindt Excellence,Lindt,Lindt & Sprungli (Usa) Inc.",append_candidate,direct,
wegmans,wegmans,Wegmans,direct,beverages,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Wegmans,Manual review / complex ownership,Manual review / complex ownership,132,Obvious Wegmans retailer/private-label / corporate brand line.,"Cold-Pressured Lemonade | Fruit Punch Flavored Juic'D Right Juice Beverage Blend From Concentrate, Fruit Punch | Ginger Honey Lemon Kombucha Spritzer, Ginger Honey Lemon | 100% Lime Juice, Lime | Grapefruit Sparkling Water, Grapefruit",Wegmans | Wegmans | Wegmans | Wegmans | Wegmans,append_candidate,direct,
Nescafé,nescafé,Nestlé,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,120,Known Nestlé brand / brand line missing from proposed company mapping.,"Nescafé spécial filtre | Nescafe encore | Instant coffee | Marrakech Tea | café spécial filtre doux et fruité | Café soluble | NESCAFE SELECTION Décaféiné Dose Individuelle de 2g | NESCAFE Café Viennois, Café soluble, Boîte de 8 sticks (18g chacun) | Espresso - Original, 100% arabica | NESCAFÉ SPECIAL FILTRE Décaféiné, Café Soluble, Flacon de 200g","Nescafé | Nescafe | Nescafé | Nescafé | NESCAFE | Nestlé, Nescafé | Nestlé, Nescafe, Selection | Nestlé, Cafe viennois, Nescafé, Nutritional Compass | Nestlé, Nescafé | Nestlé, Nescafé, Special filtre, Special filtre decaf",append_candidate,direct,
la vache qui rit,la vache qui rit,Bel Group,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Other / not mapped to a company,Other / not mapped to a company,117,Known Bel Group cheese brand.,La vache qui rit sauce fromagère | la vache qui rit | Toastinette Original | Vache qui rit | La vache qui rit,La vache qui rit | La vache qui rit | La vache qui rit | La vache qui rit | La vache qui rit,append_candidate,direct,
Ruffles,ruffles,PepsiCo,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,114,Known PepsiCo brand / regional alias missing from proposed mapping.,"Ruffles | Potato chips | Potato Chips | Barbecue Flavored Smokehouse Style Potato Chips, Barbecue | Ruffles - Original",Ruffles | Ruffles | Ruffles | Ruffles | Ruffles,append_candidate,direct,
Pepsi,pepsi,PepsiCo,direct,beverages,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,110,Known PepsiCo brand / regional alias missing from proposed mapping.,"Diet Pepsi Cola 12 Fluid Ounce Aluminum Can | Diet Pepsi Cola 8 Fluid Ounce Aluminum Can | Cola | Pepsi | Pepsi Cola | Diet | Pepsi Cola, 12 Fl Oz, | Diet Pepsi","Pepsi | Pepsi | Pepsi | Pepsi | Pepsi | Pepsi,PepsiCo | Pepsi,Pepsi-Cola,Pepsico | Pepsi,Pepsico,Pepsi-Cola",append_candidate,direct,
lidl,lidl,Lidl,direct,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,110,Obvious Lidl retailer/private-label brand line.,mint imperials | Deluxe Parmesan & Truffle | Lidl J.D Gross Salted Caramel Dark Chocolate Bar (70% cocoa) | pandoro | Chocolate negro 74% cacao de Lidl,Lidl | Lidl | lidl | Lidl | Lidl,append_candidate,direct,
tesco,tesco,Tesco,direct,beverages,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Tesco,Manual review / complex ownership,Manual review / complex ownership,110,Obvious Tesco retailer/private-label brand line.,Cherries & berries quadruple strength | Soya Drink Unsweetened | lemon & lime sparkling | Indian Tonic Water | indian tonic water,Tesco | Tesco | Tesco | Tesco | Tesco,append_candidate,direct,
aldi,aldi,Aldi,direct,dairies,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,108,Obvious Aldi retailer/private-label brand line.,Splitpots Biscuit | Greek Style Natural Yogurt | Creme Brûlée | Custard,"Aldi | Aldi | Aldi | Aldi | Aldi,Delicious Desserts",append_candidate,direct,
lidl,lidl,Lidl,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,107,Obvious Lidl retailer/private-label brand line.,Eau minérale naturelle | jus d'orange sans pulpe | solevita orange 100% pur jus pressée | Jus d'orange | Brique jus d'orange,Lidl | lidl | Lidl | Lidl | Lidl,append_candidate,direct,
Oreo,oreo,Mondelēz International,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Manual review / complex ownership,Manual review / complex ownership,106,Cadbury US licensing exception / Mondelez snack brand routing.,OREO Muddy Buddies Cookies & Cream | Oreo | Orea Candy Canes | Oreo holiday chocolate cookie house | Nabisco oreo cookies-convenience pack chocolate 1x5.2 oz | Golden sandwich cookies | Oreo Gold Red Velvet | Oreo - Zero Sugar,"OREO | Oreo | Oreo | Oreo | Oreo,Nabisco | Oreo, Mondelez | Oreo, Mondelez | Mondelēz,Oreo",append_candidate,direct,
Pepsi,pepsi,PepsiCo,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,106,Known PepsiCo brand / regional alias missing from proposed mapping.,Pepsi | Pepsi lime | With a splash of mango juice | Pepsi Cola | Pepsi | Soda gazeux | Pepsi Max (zéro sucres) | Pepsi Max (zéro sucres) | Pepsi | Pepsi max - Un maximum de goût zéro sucre,"Pepsi | Pepsi | Pepsi | Pepsi | Pepsi | Pepsi, Pepsico | Pepsi, Pepsi Max, PepsiCo | Pepsi, Pepsi Max, PepsiCo | Pepsi, Pepsico | Pepsi, PepsiCo",append_candidate,direct,
Volvic,volvic,Danone,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership,104,Known Danone brand / brand line missing from proposed company mapping.,volvic | Volvic natural spring water | Volvic juicy | Eau minérale narurelle | Eau minerale naturelle,volvic | Volvic | Volvic | Volvic | Volvic,append_candidate,direct,
carrefour,carrefour,Carrefour,direct,dairies,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,103,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Crème dessert chocolat | Yaourt à boire aromatisé | Tarti'Bon | Gouda Holland | Creme sous pression,Carrefour | Carrefour | Carrefour | Carrefour | Carrefour,append_candidate,direct,
quaker,quaker,PepsiCo,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,103,Known PepsiCo brand / regional alias missing from proposed mapping.,"Instant oatmeal | Quaker, Soft Baked Cookies, Oatmeal, Raisin, Oatmeal, Raisin | Soft Baked Cookies, Chocolate, Almond | Quaker, Crispy Cookies, Chocolate Chip, Chocolate Chip | Quaker, Crispy Cookies, Peanut Butter, Peanut Butter",Quaker | Quaker | Quaker | Quaker | Quaker,append_candidate,direct,
Coca-Cola Light,coca-cola light,The Coca-Cola Company,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,95,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca Cola 'zero sugar' | Coca cola zero | Coca cola zero | Coca cola zero | Coca cola zero sucre | coca cola zéro | Coca cola sans sucre | Coca cola zero | Coca cola zero cherry | Coca cola lemon Light | Coca-cola light 2L | Coca cola | Cola zéro | Coca cola Light taste | Coca Cola Zero Vip plastic 350 ml | Coca cola zero | Coca-cola light sans caféine pet | Coca-Cola zéro sucres,"Coca-Cola, Coca-Cola-light | Coca-Cola, Coca-Cola-light | Coca-Cola, Coca-Cola-light | Coca-Cola, Coca-Cola-light | Coca-Cola, Coca-Cola-light | Coca-Cola-light, coca cola | Coca-Cola-light, brasserie de tahiti, coca cola | Coca-Cola-light, coca cola | Coca-Cola-light, coca cola | Coca-Cola-light, coca cola | Coca-Cola light | Coca-Cola-light, Zero | Coca-Cola-light, coca, coca zero | Coca cola collector 2012, Coca-Cola-light | Coca cola collector 2012, Coca-Cola-light | Coca cola zero, Coca-Cola-light | Coca cola zero, Coca-Cola-light | Coca Cola Zéro, Coca-Cola-light, The Coca-Cola Company",append_candidate,direct,
aldi,aldi,Aldi,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,93,Obvious Aldi retailer/private-label brand line.,Ricotta | Emmental râpé fondant | Camembert au four | Camembert de caractère | Coulommiers de caractere,"Aldi | Aldi | Aldi, Le Paturon | Aldi,Le Paturon | Aldi, CF&R, Le Paturon",append_candidate,direct,
e.leclerc,e.leclerc,E.Leclerc,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Manual review / complex ownership,89,Obvious E.Leclerc retailer/private-label brand line.,emmental | Edam tendre teinte croute nat.2 | Edam tendre teinte croute Nat 2 | Saint-Nectaire | Brie De Meaux,e.leclerc | E.Leclerc | E.Leclerc | E.Leclerc | E.Leclerc,append_candidate,direct,
lidl,lidl,Lidl,direct,dairies,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,89,Obvious Lidl retailer/private-label brand line.,Danpak Spreadable Lighter | British semi-skimmed milk | ASCULIN CERTIFIED STANDARDS VALLEY SPRE BRITISH MI | Mature White Cheddar | Creamy split pot crunch yogurts,Lidl | Lidl | Lidl | Lidl | Lidl,append_candidate,direct,
Doritos,doritos,PepsiCo,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,86,Known PepsiCo brand / regional alias missing from proposed mapping.,"Doritos Tortilla Chips Flavored, Nacho Cheese | Doritos Nacho Cheese Chips | Doritos Flavored Tortilla Chips Nacho Cheese | Nacho Cheese | Goût Paprika | Doritos Nacho cheese | Doritos Sweet Chili Pepper | Biscuits apéritif chips barbecue Doritos | Doritos cheese","Doritos | Doritos | Doritos, Frito Lay | Doritos | Doritos | Doritos, Pepsico | Doritos, Pepsico | Doritos, Pepsico | Doritos, PepsiCo | Doritos,PepsiCo",append_candidate,direct,
