query_category,observed_market_region_codes,current_primary_brand,proposed_primary_brand,detected_portfolio_group,detection_source,detection_reason,record_count,example_product_names,example_raw_brands
dairies,FRANCE,danone,danonino,Danone,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,17,Danonino | Danonino gourde fraise banane 70 g x 4 | Danonino aux fruits fraise framboise abricot 100 g x 6 | Danoino aux fruits fraise framboise abricot 50 g x 6 | Danonino aux fruits panache 50 g x 24,"danone, danonino | danone, danonino, danonino pouch | danone, danonino, danonino fruits | danone, danonino, danonino fruits | danone, danonino, danonino fruits"
beverages,FRANCE,elephant,elephant,,no_change,no more-specific Top 9 portfolio brand detected,17,"Relaxation & Anti-Stress - feuilles d'oranger, camomille, vanille | Elephant Infusion Fruits Rouges 20 Sachets | Elephant Infusions Coffret Bien-Etre 60 Sachets | Mon Infusion Bio Rêves | Infusion Mandarine Groseille","eléphant, unilever | elephant, unilever | elephant, unilever | elephant, unilever | elephant, unilever"
dairies,FRANCE|US_CANADA,danone,danone,,no_change,no more-specific Top 9 portfolio brand detected,17,Yopro | Danone light and free | Yaourt Le Nature | Skyr | Light and Free,danone | danone | danone | danone | danone
snacks,FRANCE|DACH,nestle,cailler,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,17,Cailler Napolitain | Chocolat au lait aux noisettes entières | CRÉMANT 400g MEGA FORMAT | Dessert chocolat au lait et praliné gianduja | Frigor Lait,"nestlé, cailler | nestlé, cailler | nestlé, cailler | nestlé, cailler | nestlé, cailler"
dairies,FRANCE,la laitiere,la laitiere,,no_change,no more-specific Top 9 portfolio brand detected,16,Douceur de yaourt | Douceur de yahourt | Le yaourt sucre de Canne de la Réunion | Frais et Fondant vanille de Madagascar 4 x 115 g | Secret de Mousse Vanille coulis de caramel,"la laitière,nestlé | la laitière,nestlé | la laitière,nestlé | la laitière,nestlé | la laitière,nestlé"
snacks,FRANCE,nestle,galak,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,16,GALAK Chocolat Blanc | GALAK Chocolat Blanc Tablette 2x100g | Galak | Galak - Spéculoos | Galak - Biscuits,"nestlé, galak | nestlé, galak | nestlé, galak | nestlé, galak | nestlé, galak"
snacks,FRANCE|UK_IE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,16,Kit Kat chunky duo | Polo | Polo Mint Sugarfree 34g | Rowntrees Fruit Pastilles Tube | Yorkie,nestlé | nestlé | nestlé | nestlé | nestlé
beverages,BENELUX|FRANCE,coca cola,coca cola,,no_change,no more-specific Top 9 portfolio brand detected,16,Cola Regular - Coca-cola - 1.5 Liters | Coca-Cola Collector 2013 | Coca-Cola | Coca Cola zéro,coca-cola | coca-cola | coca cola | coca-cola | coca-cola
snacks,FRANCE|DACH,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,16,"Code-barres inexistant et/ou fiche incomplète, obsolète ou en doublon | After Eight | Chocolat au lait des Alpes Suisses",nestle | nestlé | nestlé | nestlé | nestlé
beverages,US_CANADA,starbucks,coffee company,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,16,Via ready brew pumpkin spice single serve packets | Instant latte coffee beverage | Specialty coffee beverage | Coffee beverage caramel latte | Specialty coffee beverage,"starbucks, starbucks coffee company | starbucks, starbucks coffee company | starbucks, starbucks coffee company | starbucks, starbucks coffee company | starbucks, starbucks coffee company"
,FRANCE,bledina,bledina,,no_change,no more-specific Top 9 portfolio brand detected,16,Blédine vanille | Blédine Cacao | Blédine croissance saveur choco-biscuitée - Dès 12 mois | Blediner - Mon repas complet du soir aux courgettes | Ma 1ère Blédine Céréales pour bébés RIZ saveur VANILLE,"blédina, blédine, danone | blédina, blédine, danone | blédina, blédine, danone | blédina, blédîner, danone | blédina, danone"
dairies,FRANCE,kraft,kraft,,no_change,no more-specific Top 9 portfolio brand detected,15,Kraft Italian five cheese | White American | cheddar cheese | Kraft cheese Original slices | Cheddar cheese,kraft | kraft | kraft | kraft | kraft
snacks,FRANCE,kraft,milka,Mondelez,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,15,Chocolat au lait du Pays Alpin | Chocolat Noisettes entières | Oeufs de Pâques Tendre au lait Milka | Chocolat au lait du Pays Alpin | Chocolat Noisettes entières (Lot de 2),"kraft foods, milka | kraft foods, milka | kraft foods, milka | kraft foods, milka | kraft foods, milka"
beverages,BENELUX|FRANCE,nestle,san pellegrino,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,15,San Bitter Aperitif 6 x | Eau gazeuse | Chinotto Original En Bouteille x6 | Melograno et Arancia | San Pellegrino pamplemousse,"nestlé, san pellegrino | nestlé,san pellegrino | nestlé, san pellegrino | nestlé, san pellegrino | nestlé, san pellegrino"
beverages,FRANCE|DACH,nestle,nescafe,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,15,Eiskaffee | Nescafé Cappuccino Weniger Süß | Nescafé cappucino | Nescafé Gold de Luxe,"nestlé,nescafé,special filtre | nestlé, nescafé | nestlé, nescafe | nestlé, fach, nescafe, fach 2 | nestlé,nescafé"
snacks,FRANCE,nestle,after eight,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,15,After Eight Extra dark Mint chocolate thins | After Eight Menthe & Saveur Citron | After Eight Édition Noël Chocolat Noir Cassis | AFTER EIGHT Classique 800g | AFTER EIGHT Calendrier de l'Avent adulte Big Ben 185g,"nestlé, after eight | nestlé, after eight | nestlé, after eight | nestlé, after eight | nestlé, after eight"
dairies,FRANCE,nestle,bebe,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,14,Nestlé p'tit gourmand banane cacao | NESTLE P'TIT ONCTUEUX Fromag Blanc Saveur Natur Sucré-4x100gDès6mois | NESTLÉ P'TIT ONCTUEUX au Fromage Blanc Pêche - 4 x 100g - Dès 6 mois | UD PTONCT fromage blanc pom 4x100g | NESTLÉ P'TIT ONCTUEUX au Fromage Blanc Fruits Rouges-4x100g-Dès 6 mois,"nestlé, nestlé bébé | nestlé, nestlé bébé, p'tit onctueux, bébé nestlé | nestlé, nestlé bébé, p'tit onctueux, bébé nestlé | nestlé, nestlé bébé, p'tit onctueux, bébé nestlé | nestlé, nestlé bébé, p'tit onctueux, bébé nestlé"
beverages,FRANCE|DACH,pepsi,pepsi,,no_change,no more-specific Top 9 portfolio brand detected,14,Pepsi | Miranda | Pepsi | Pepsi | Pepsi Max Cherry,"pepsi | pepsi, pepsico | pepsi | pepsi,pepsico | pepsi"
dairies,BENELUX|FRANCE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,14,Yaos - Yaourt à la Grecque Nature au Lait Entier | Yaos | Kvarg Stracciatella | Le Viennois L'Original | Le Viennois café,nestlé | nestlé | nestlé | nestlé | nestlé
snacks,FRANCE,nestle,crunch,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,14,CRUNCH lapin 88g | CRUNCH moulage rennes 88g | CRUNCH œuf géant 175g | CRUNCH Blanc Tablette 2x100g | Crunch,"nestlé, crunch | nestlé, crunch | nestlé, crunch | nestlé, crunch, crunch blanc | nestlé, crunch"
snacks,FRANCE,nestle,lion,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,14,Lion | LION Ball 100g | LION Céréales Barres (12x25g) | NESTLE LION Barres de Céréales (8+4)x25g | Lion,"nestlé, lion | nestlé, lion | nestlé, lion | nestlé, lion | nestlé, lion"
cereals,UK_IE,nestle,shreddies,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,14,Shreddies Big Pack | Coco Shreddies | Original Shreddies | The original Shreddies | Shreddies,nestlé | nestle | nestlé | nestlé | nestle
dairies,US_CANADA,danone,the dannon company inc,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,14,"Danone, dairy drink, strawberry fresa | Danone, dairy drink, mixed berry | Danone, dairy drink, peach durazno | Danone, dairy drink, coconut, coco | Danone, dairy drink, strawberry banana cereal","danone, the dannon company inc. | danone, the dannon company inc. | danone, the dannon company inc. | danone, the dannon company inc. | danone, the dannon company inc."
snacks,US_CANADA,starbucks,starbucks,,no_change,no more-specific Top 9 portfolio brand detected,14,Cakebites sweet lemon layers cakebites | New york style cheesecake | Croissant | Gum Peppermint | Madeleine Cakes,starbucks | starbucks | starbucks | starbucks | starbucks
snacks,US_CANADA,starbucks,coffee company,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,14,"Starbucks, peppermint cookie chocolate bites | La Boulange, Famous Shortbread, Vanilla | Starbucks, bar, cranberry bliss | Starbucks, chocolate caramel hearts | Frappuccino, Cookie Straw","starbucks, starbucks coffee company | starbucks coffee company | starbucks, starbucks coffee company | starbucks, starbucks coffee company | starbucks coffee company"
beverages,US_CANADA,tazo,tazo,,no_change,no more-specific Top 9 portfolio brand detected,14,"Chai vanilla caramel latte black tea concentrate, vanilla caramel latte | Chai skinny latte black tea concentrate, skinny latte | Caffeine-free iced passion herbal tea concentrate, iced passion | Iced peachy green tea concentrate, iced peachy green | Black Tea Concentrate, Iced Sangria Black","tazo, starbucks coffee company | tazo, starbucks coffee company | tazo, starbucks coffee company | tazo, starbucks coffee company | tazo, starbucks coffee company"
dairies,BENELUX|FRANCE,activia,activia,,no_change,no more-specific Top 9 portfolio brand detected,14,"Activia Fruits (Fraise, Ananas, Cerise, Mangue, Figue, Abricot) 16 Pots | Activia Fruits (Ananas) | Activa (Nature) 12 Pots | Activia (Nature) 16 Pots | Activia 0% fraise","activia, danone | activia, danone | activia, danone | activia, danone | activia, danone"
snacks,FRANCE,nestle,naturnes,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,13,NESTLÉ NATURNES Purée bébé Pommes Coings -4x130g -Dès 4/6 mois | NESTLÉ NATURNES Purée bébé Pommes Pruneaux -4x130g -Dès 4/6 mois | NESTLÉ NATURNES Purée bébé Pommes Bananes -4x130g -Dès 4/6 mois | NESTLÉ NATURNES Purée bébé Pommes Poires -4x130g -Dès 4/6 mois | NESTLÉ NATURNES Purée bébé Fruits du Verger -4x130g -Dès 6 mois,"nestlé, naturnes | nestlé, naturnes | nestlé, naturnes | nestlé, naturnes | nestlé, naturnes"
dairies,BENELUX|FRANCE,nestle,la laitiere,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,13,Velours de Crème Caramel | Secret de Mousse Chocolat Noir | Le Yaourt à la pêche 100% naturel | Le Yaourt à la Rhubarbe 100% naturel | Le liégeois au yaourt à la pêche,"nestlé, la laitière | nestlé,la laitière | nestlé la laitière | nestlé, la laitière | nestlé, la laitière"
beverages,FRANCE,coca cola,coca cola light,Coca-Cola,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,13,Coca-Cola light | Coca-Cola light | Coca-Cola Light | Coca-Cola light taste | Coca-Cola light,coca-cola | coca-cola | coca-cola | coca-cola® | coca-cola
snacks,FRANCE,belin,belin,,no_change,no more-specific Top 9 portfolio brand detected,13,Mini Crackers Assortis | Croustilles goût emmental | Croustilles - Cacahuète | Croustilles format familial | Best Of,"belin, danone, lu | belin, mondelez international | belin, kraft foods | belin, kraft foods | belin, mondelez"
snacks,UK_IE,nestle,smarties,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,13,White chocolate smarties | Smarties Easter Bunny | Orange smarties buttons | Smarties Buttons | Smarties mini,nestlé | nestle | nestlé | nestlé | nestlé
beverages,FRANCE,nestle,ricore,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,13,"Ricoré | Ricoré Original | Chicorée & Café, RICORÉ® L'Original, Boîte de 20 Sticks (3g chacun) | Chicorée & Café, RICORÉ® L'Original, Recharge de 180g | RICORE Original, Café & Chicorée, Boîte 200g","nestlé, ricoré | nestlé, ricoré | nestlé, ricoré | nestlé, ricore | nestlé, ricore"
dairies,UK_IE,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,13,Lindahls Kvarg | Lindahls Pro Lemon Cheesecake | Lindahls Pro + banoffee pie | 65p Nestle LINDAHLS PROTEIN PUDDING CHOCOLATE BROW | Ski Smooth 2xCherry 2xBlackcurrant,nestlé | nestle | nestle | nestle | nestlé
snacks,FRANCE,nestle,les recettes de latelier bouchees,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,12,"NESTLE LES RECETTES DE L'ATELIER Les Bouchées lait 400g | NESTLE LES RECETTES DE L'ATELIER Les Bouchées noir 401g | NESTLE L'ATELIER Lingots Lait Raisins Noisettes 157,5g | NESTLE L'ATELIER LES BOUCHÉES Noir caramel | LES RECETTES DE L'ATELIER Les Bouchées Noir 187g","nestlé, les recettes de l'atelier bouchees | nestlé, les recettes de l'atelier bouchees | nestlé, les recettes de l'atelier bouchees | nestlé, les recettes de l'atelier bouchees | nestlé, les recettes de l'atelier bouchees"
beverages,FRANCE|SOUTHERN_EUROPE,pepsi,pepsi,,no_change,no more-specific Top 9 portfolio brand detected,12,Pepsi Max | Pepsi | Pepsi Max zero a la lima | Pepsi-cola (diet)-330ml-max Zero Aããcar Uef-portugal | Pepsi,pepsi | pepsi | pepsi | pepsi | pepsi
,FRANCE,lays,lays,,no_change,no more-specific Top 9 portfolio brand detected,12,Laus nature | Lay's Recette à l'ancienne nature | Chips nature | Moutarde Pickles | Dégustation Goût & Craquant d'Exception,"lay's, lays, pepsico | lay's, lays, pepsico | lay's, pepsico | lay's, pepsico | lay's, pepsico"
,FRANCE,cruesli,quaker,PepsiCo,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,12,Cruesli au chocolat (Offre Spéciale) | Cruesli chocolat au lait | Cruesli 4 Noix (Format 600 g) | Cruesli chocolat au lait (format familial) | Automne - Hiver - 3 chocolats,"cruesli, pepsico, quaker | cruesli, pepsico, quaker | cruesli, pepsico, quaker | cruesli, pepsico, quaker | cruesli, pepsico, quaker"
snacks,UK_IE,nestle,aero,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,11,Aero Peppermint Chocolate Bar | Aero Chocolate Caramel | Aero | aero mint pouch 92g | Aero Peppermint,nestlé | nestlé | nestlé | nestlé | nestlé
dairies,UK_IE,nestle,munch bunch,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,11,Munch Bunch Organic Pouch Strawberry | Munch Bunch Organic Fromage Frais | Munch Bunch Squashums Yogurt Drinks Strawberry | Munch Bunch Fromage Frais Original | Munch Bunch Fromage Frais,"nestle,munch bunch | nestle,munch bunch | nestle,munch bunch,squashums | nestle,munch bunch | nestle,munch bunch"
