normalized_brand,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,primary_brand_db,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
sainsburys,Sainsbury's,direct,dairies,UK_IE,UK_IE,sainsburys,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,232,Obvious Sainsbury’s retailer/private-label brand line.,natural cottage cheese | authentic greek yoghurt | 1%milk fat Low Fat Milk | low fat Blackcurrant Yogurt | Whole british milk,Sainsbury’s | Sainsbury's | Sainsbury's | Sainsbury's | Sainsbury's,append_candidate,direct,
tesco,Tesco,direct,dairies,UK_IE,UK_IE,tesco,United Kingdom | Ireland | United Arab Emirates,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Tesco,Manual review / complex ownership,Manual review / complex ownership,230,Obvious Tesco retailer/private-label brand line.,Fat free cottage cheese | Skimmed Milk | 0% Fat Greek Style Yogurt | 0% Fat Greek Style Yogurt | Mascarpone | Parmigiano Reggiano | Tesco Gouda Slices 250G | Strawberry Yogurt Drinks | Strawberry Yoghurt Drink | QUARK | tesco,Tesco | Tesco | Tesco | Tesco | Tesco | Tesco | Tesco | Tesco | Tesco | TESCO | Tesco,append_candidate,direct,
carrefour,Carrefour,direct,snacks,BENELUX|FRANCE,BENELUX|FRANCE,carrefour,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,229,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.","Barquettes | Crackers allégés, Saveur Crème Oignon | 10 pains au lait | Le Petit Beurre | Chocolat au lait","Carrefour | Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour | Carrefour | Carrefour | Carrefour",append_candidate,direct,
Doritos,PepsiCo,direct,snacks,US_CANADA,US_CANADA,doritos,United States | Bolivia | Bulgaria | Canada | Guam,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,218,Known PepsiCo brand / regional alias missing from proposed mapping.,"Doritos | Flavored Tortilla Chips, Hot | Jumpin' Jack Cheese Flavored Tortilla Chips, Jumpin' Jack Cheese | Wasabi Flavored Tortilla Chips, Wasabi | Doritos Nacho Cheese | Poppin' Jalapeno Doritos | Doritos Flames Tortilla Chips | Sabritas, Doritos, Rolled Flavored Tortilla Chips, Chile Limon | Sabritas, Doritos, Tortilla Chips | Sweet Spicy Chili Doritos | Doritos Spicy sweet Chili | Doritos spicy sweet chili | Doritos Nacho cheese | Nacho Cheese Flavored Tortilla Chips | Doritos Nachos Cheese Flavoured 100g | White Cheddar Blanc Chips | Flamin' Hot Nacho Flavored Tortilla Chips, Flamin' Hot Nacho","Doritos | Doritos | Doritos | Doritos | Doritos | doritos,frito-lay,pepsico | Frito-Lay Company,Doritos | Frito-Lay Company, Doritos | Frito-Lay Company, Doritos | Frito Lay, Doritos | Frito lay,Doritos | Fritolay, Doritos | Fritolay,Doritos | Doritos | Doritos,Simply Snacks | Fritolay, Doritos",append_candidate,direct,
Gatorade,PepsiCo,direct,beverages,US_CANADA,US_CANADA,gatorade,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,210,Known PepsiCo brand / regional alias missing from proposed mapping.,"Berry Zero Sugar | Grape Electrolyte Water Beverage | Gatorade Thirst Quencher Lemon Lime | Thirst quencher | Arctic blitz crisp & cool thirst quencher, arctic blitz | Fitness Water Watermelon","Gatorade | Gatorade | Gatorade | Gatorade | Gatorade | Propel, Gatorade",append_candidate,direct,
lactel,Lactalis,direct,dairies,FRANCE,FRANCE,lactel,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,204,Known Lactalis brand.,"Matin léger | demi écrémé | Lait demi-écrémé (1,2 % MG) | Lait Entier | Lait entier lactel | Lactel max Lait Entier Uht | Sportéus saveur Fraise | SPORTÉUS | Whole Milk UHT | Jour après Jour Jeunesse Écrémé | Lait Demi-Écrémé | PROTEIN Saveur Chocolat","Lactel | lactel | Lactel | Lactel | Lactel | Lactel Max, lactel | Lactalis, Lactel | Lactalis, Lactel | Bridel, Lactel | Jour après Jour, Lactel | Lactalis Consommation Hors Foyer (L.C.H.F.), Lactel | Lindahls, Lactel",append_candidate,direct,
sainsburys,Sainsbury's,direct,snacks,UK_IE,UK_IE,sainsburys,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,199,Obvious Sainsbury’s retailer/private-label brand line.,Cream Crackers | Fruit & Nut Dark Chocolate | Fig Roll Biscuits | RICH TEA biscuits | Shorties,Sainsbury's | Sainsbury's | Sainsburys | Sainsbury's | Sainsbury’s,append_candidate,direct,
Schweppes,Suntory Beverage & Food,market_scoped,beverages,FRANCE,FRANCE,schweppes,France | Bulgaria | Australia | Bosnia And Herzegovina | Croatia,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Suntory Beverage & Food,Suntory Beverage & Food | Other / not mapped to a company | Manual review / complex ownership,187,Proposed company mapping is concrete; approve for launch.,Schweppes Ginger Ale | SCHWEPPES LEMON | Lemon | Tonic | Schweppes poire | Orangina | Schweppes Agrum' | Miss O ! Framboise Light | Schweppes Zero Fraise | Orangina Miss O! Mûre | Schweppes Agrum' | Schweppes Indian Tonic | O verger | les Eaux de thé BIO | May tea | Jus de pomme pétillant Champomy (pack de 2) | Pulco citron a diluer | Menthe | Ricqles saveur menthe | Schweppes Dry Ginger Ale Drink 330ML | Shweppes Ananas | Tonic water | Indian Tonic Water | Газирана напитка със сок от мандарина,"Schweppes | Schweppes | Schweppes | Schweppes | schweppes | Orangina, Schweppes | Orangina, Schweppes | Orangina, Schweppes | Orangina, Schweppes | Orangina, Schweppes | Orangina Schweppes, Schweppes | Orangina Schweppes, Schweppes | Orangina Schweppes, Schweppes, oasis | May Tea,Orangina Schweppes,Schweppes,Suntory | May Tea, Schweppes | Champomy,Orangina,Schweppes | Pulco, Schweppes | Ricqles, Schweppes | Scheppes, Schweppes | Scheweppes, Schweppes | Schweppes | Schweppes | Coca-Cola, Schweppes | Coca-Cola, Schweppes | Schweppes",append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
carrefour,Carrefour,direct,dairies,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,carrefour,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,175,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Bifidus* nature | Mousse chocolat | Bizcocho al ron | Lait écrémé en poudre | Liégeois café,Carrefour | Carrefour | Carrefour | Carrefour | Carrefour,append_candidate,direct,
Nescafé,Nestlé,direct,beverages,FRANCE,FRANCE,nescafé,France | Algeria | Brazil | Cote D Ivoire | Australia | Central African Republic | Colombia | Czech Republic,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,173,Known Nestlé brand / brand line missing from proposed company mapping.,"Nescafé spécial filtre | Nescafe encore | Instant coffee | Marrakech Tea | café spécial filtre doux et fruité | Café soluble | NESCAFE SELECTION Décaféiné Dose Individuelle de 2g | NESCAFE Café Viennois, Café soluble, Boîte de 8 sticks (18g chacun) | Espresso - Original, 100% arabica | NESCAFÉ SPECIAL FILTRE Décaféiné, Café Soluble, Flacon de 200g | Capsules India espresso | NESCAFE Farmers Origins Colombia x20 | NESCAFE Farmers Origins India x20 | NESCAFÉ Farmers Origins africas x20 | NESCAFÉ Farmers Origins Brazil Nespresso x20 | NESCAFÉ Cappuccino Décaféiné, Café soluble, Boîte de 10 sticks (12,5g chacun) | NESCAFE Cappuccino, Café Soluble, 2 Boîtes de 280g | NESCAFE Cappuccino Vanille, Café Soluble, 2 Boîtes de 310g | NESCAFE Cappuccino Noisette, Café soluble, Boîte de 8 sticks | NESCAFÉ Cappuccino Caramel, Café soluble, Boîte de 306g | NESCAFÉ FARMERS ORIGINS BRAZIL Nespresso 93g (18 capsules) | NESCAFE Farmers Origins Brazil 10 capsules | NESCAFE Farmers Origins Brazil 36 capsules | NESCAFÉ Espresso Intenso, Café Soluble 100% pur Arabica, 25x1,8g | NESCAFÉ Espresso Intenso, Café Soluble 100% pur Arabica, Boîte de 95g | NESC ESP Concentrate Crml 500ml | Capsules de café torréfié et moulu pour système Nespresso | NESCAFE Farmers Origins Africas 36 capsules | NESCAFE Farmers Origins Colombia 10 capsules | NESCAFE Farmers Origins Colombia 36 capsules | NESCAFE SPECIAL FILTRE Recette originale de retour, Café Soluble, Flacon de 50g | NESCAFE SPECIAL FILTRE café soluble | NES","Nescafé | Nescafe | Nescafé | Nescafé | NESCAFE | Nestlé, Nescafé | Nestlé, Nescafe, Selection | Nestlé, Cafe viennois, Nescafé, Nutritional Compass | Nestlé, Nescafé | Nestlé, Nescafé, Special filtre, Special filtre decaf | Farmers origins, India, Nescafe | Farmers origins, Nescafe | Farmers origins, Nescafe | Farmers origins, Nescafe | Farmers origins, Nescafe | Cappuccino, Nescafé | Cappuccino, Nescafe | Cappuccino, Nescafé | Cappuccino, Nescafé | Cappuccino, Nescafé | Brazil, Farmers origins, Farmers origins brazil, Nescafe | Brazil, Nescafé | Brazil, Nescafe | Espresso,Nescafé | Espresso,Nescafé | Espresso, Nescafe | Africas, Nescafe | Africas, Nescafe | Colombia, Farmers origins, Nescafe | Colombia, Nescafe | Gold special filtre,Nescafé,Special filtre | Gold special filtre, Nescafé, Special filtre | India, Nescafe | India, Nescafe | 3 americas, Nescafe | 3 in 1, Nescafé | Boisson lactée au café, Nescafé | Café Royal, Delica, Nescafe | Carraro,Nescafé | Colombia decaffeinato, Nescafe | Delica ag, Nescafe | Gold cappuccino flavours, Gold latte, Nescafe | Latte, Nescafe | Nes,Nescafé | Nescafe | Nestlé,Nescafé, Special filtre | Nescafe | Nescafe | NESCAFÉ | Nestlé, Nescafe | Nescafe | Nescafé,Special filtre | Nestlé, Nescafé",append_candidate,direct,
Danette,Danone,direct,dairies,FRANCE,FRANCE,danette,France | Algeria | Belarus,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership | Danone,170,Known Danone brand / brand line missing from proposed company mapping.,"Danette saveur coco | Danette chocolat extra noir | Danette et fruits | Danette mousse liégeoise | Danette saveur vanille magix | Danette chocolat noisette végétal | Mousse au chocolat | Danette mousse vanille 60 g x 4 | Danette noir extra | Petite danette vanille, 6x70g | Danette | Danette cafe | Danette chocolat et lait | Danette chocolat et lait | Danette caramel | Danette au chocolat | Danette Caramel","Danette, Danone | Danette, Danone | Danette, Danone | Danette, Danone | Danette, Danone | Danette | DANETTE | Danette | Danette | Danette | Danone, danette | Danone, danette | Danone, danette | Danone, danette | Danone,Danette | Danette | Danette, Danone",append_candidate,direct,
wegmans,Wegmans,direct,dairies,US_CANADA,US_CANADA,wegmans,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Wegmans,Manual review / complex ownership,Manual review / complex ownership,168,Obvious Wegmans retailer/private-label / corporate brand line.,"Lite Whipped Topping | Hatch Chili Cheese Spread, Hatch Chili | Cannoli Dip With Chocolate Chips, Cannoli With Chocolate Chips | Monterey jack cheese with jalapeno peppers, pepper jack | low fat cottage cheese",Wegmans | Wegmans | Wegmans | Wegmans | Wegmans,append_candidate,direct,
Cadbury,The Hershey Company,market_scoped,snacks,US_CANADA,US_CANADA,cadbury,United States | India | Canada | Australia,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,The Hershey Company,The Hershey Company,160,Proposed company mapping is concrete; approve for launch. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,"Mini Milk Chocolate Caramel Eggs | Dairy Milk Chocolate | Royal Solid Dark Chocolate | Royal Dark Chocolate, Caramel & Sea Salt | ROYAL DARK DARK CHOCOLATE | Oreo Cream Biscuit | Original Oreo | Dairy Milk Silk Bubbly Chocolate | shots | Dairy Milk, Milk Chocolate With English Toffee | Premium Dark Chocolate Bar | Crunchie | Dairy Milk Candy Cane",Cadbury | Cadbury | Cadbury | Cadbury | Cadbury | Cadbury | Cadbury | Cadbury | Cadbury | Cadbury | Cadbury | Cadbury | Cadbury,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
Fanta,The Coca-Cola Company,direct,beverages,FRANCE,FRANCE,fanta,France | Bulgaria | Algeria | Australia | Brazil,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,157,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Fanta orange | Fanta Apple | Fruit Punch | Fanta Peach | Fanta Cherry | fanta | Fanta Shokata | Fanta What The Fanta | Fanta limonata | Fanta Orange | Fanta zéro citron frappé | Fanta | Fanta Orange Zero Sugar | Fanta grape | Fanta Orange European | Фанта лимон | Безалкохолна газирана напитка с вкус на грозде | Fanta tropical exotic | Безалкохолна газирана напитка с лимонов сок | Fanta Saveur Pomme & Cerise | Fanta lemon | /!\ Interdit en Europe | FANTA | Fanta lychee | fanta raisin | Fanta Orange,"Fanta | Fanta | Fanta | Fanta | Fanta | Coca-Cola Company, fanta | Coca-Cola Company, Fanta | Coca-Cola Company, Fanta | Coca-Cola Company, Fanta | Fanta, Mcdonald's, The Coca Cola Company | Fanta, Fanta-light, the Coca-Cola company | Fanta, The Coca-Cola Company | Fanta, Fanta-light, The Coca-Cola Company | Coca-Cola,Coca-Cola Company,Fanta | Fanta | Fanta | Fanta | Fanta | Fanta | Fanta, The Coca Cola Company | Fanta | Fanta | Fanta | Coca-Cola Compagny, Fanta",append_candidate,direct,
Cadbury,Mondelēz International,market_scoped,snacks,UK_IE,UK_IE,cadbury,United Kingdom | Ireland | Australia | Malta | Morocco | Qatar | Russia,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Mondelēz International,Mondelēz International | Other / not mapped to a company,153,Proposed company mapping is concrete; approve for launch. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,Fingers | Twirl extra | Cadbury Dairy Milk Biscoff | Fingers Salted Caramel Flavour | Dairy milk buttons dessert | Mini Fingers Biscuits Bag (6x19.3g) | Fudge | Dairy Milk | White buttons | Dairy Milk Chocolate House Kit | TIME OUT MILK CHOCOLATE COVERED WAFER | Salted caramel fingers | Cake Bars Milk Chocolate | Treatsize Wispa | Caramel Chocolate | Dairy Milk (Daim) | Heroes | Brunch Bar Peanut,"Cadbury | CADBURY | Cadbury | Cadbury | Cadbury | Cadbury, Mondelez | Cadbury | Cadbury | Cadbury | Cadbury | Cadbury | Cadbury,Mondelez | Cadbury | Cadburys, Cadbury",append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
