normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action
Lay's,lay's,PepsiCo,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Other / not mapped to a company,Other / not mapped to a company,343,Known PepsiCo brand / regional alias missing from proposed mapping.,Chips tomate paprika | Chips (paysanne nature) | Stax salted | Chips Saveur Barbecue | Chips méditerranéennes | Laus nature | Lay's Recette à l'ancienne nature | Chips nature | Moutarde Pickles | Dégustation Goût & Craquant d'Exception,"Lay's | Lay's | Lay's | Lays | Lay's | Lay's, Lays, PepsiCo | Lay's, Lays, PepsiCo | Lay's, Pepsico | Lay's, PepsiCo | Lay's, PepsiCo",append_candidate
carrefour,carrefour,Carrefour,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,342,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.","barrette ai cereali | Biscuits cuillers | P'tit Déj Pépites de chocolat | P'tit déj Saveur - Smaak Apricot, almonds & chocolate chips* | Blanc coco caramelisée",Carrefour | Carrefour | Carrefour | Carrefour | Carrefour,append_candidate
tropicana,tropicana,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,342,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Ruby breakfast | Pur Jus d'orange de Floride | Jus D'orange Pur | Jus d'orange | Orange Juice - No Pulp (3.78L),Tropicana | Tropicana | Tropicana | Tropicana | Tropicana,append_candidate
chabrior,chabrior,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,338,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Caofret' | BRIEFING | Palmiers | Préparation cookie chocolat | Brioche tranchée | Mini rochers coco au chocolat | Lunettes chocolat noisette | Atout chock lait & cacao,"Chabrior | Chabrior | Chabrior | Chabrior | Chabrior | Intermarché,Chabrior | Intermarché,Chabrior | Intermarché,Chabrior",append_candidate
meijer,meijer,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,336,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Cookies chocolate chip | Potato Chips | Jumbo flaky | Chocolate fudge brownie mix | Classic potato chips,Meijer | Meijer | Meijer | Meijer | Meijer,append_candidate
netto,netto,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,336,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Beurre gastronomique demi-sel | Comté | Comté | comté | Comté,Netto | Netto | Netto | Netto | Netto,append_candidate
monoprix,monoprix,Monoprix,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Monoprix,Manual review / complex ownership,Manual review / complex ownership,333,Obvious Monoprix retailer/private-label brand line.,Smoothie - Rebelle - True fruits | Gaufrettes fourrées saveur vanille | Gaufrettes Fourrées Praliné | Gaufrettes Enrobées Chocolat | Torsades Pur Beurre feuilletées et dorées,Monoprix | Monoprix | Monoprix | Monoprix | Monoprix,append_candidate
Coca-Cola,coca-cola,The Coca-Cola Company,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,329,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Coca cola | Vanilla Zero | Aluminum bottles | Coca-Cola zéro orange&vanilla | Cherry Vanilla,"Coca-Cola | Coca-Cola, Coke | Coca-Cola | Coca-Cola, Coke | Coca-Cola",append_candidate
great value,great value,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,321,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Greek Nonfat Yogurt Plain | Shredded sharp cheddar | Sliced Cheese | Ghee | Whole milk,Great Value | Great Value | Great Value | Great Value | Great Value,append_candidate
taco bell,taco bell,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,318,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Taco Bell, G2 Fruit Punch, 20 Fl Oz | Taco Bell, Orange Cream Pop Freeze, 32 Fl Oz | Taco Bell, Tropicana Lemonade, 16 Fl Oz | Taco Bell, Rum, 80 Proof, Single | Taco Bell, Blue Raspberry Freeze, 32 Fl Oz",Taco Bell | Taco Bell | Taco Bell | Taco Bell | Taco Bell,append_candidate
great value,great value,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,301,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Pretzel balls, parmesan garlic | Sea Salt Pita Crackers | Original potato chips | Great value, potato chips snack bags, barbecue | Buttermilk Biscuits","Great Value | Great Value | Great Value | Great Value, Wal-Mart Stores Inc. | Great Value",append_candidate
saveurs de nos regions,saveurs de nos regions,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,300,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,crème de Bresse épaisse | Roquefort au lait cru de brebis | Saint nectaire laitier | Faisselle de Bresse Moulée à la main | Reblochon de Savoie | Beurre aux cristaux de sel | Sainte - Maure de Touraine | Comté au lait cru | Raclette de savoie au lait cru | Reblochon,"Saveurs de nos régions | Saveurs de nos Régions | Saveurs de nos régions | Saveurs de nos régions | Saveurs de nos Régions | Lidl, Saveurs de nos régions | Lidl, Saveurs De Nos Régions | Lidl, saveurs de nos régions | Lidl, Saveurs de nos Régions | Lidl, Saveurs de Nos Régions",append_candidate
wegmans,wegmans,Wegmans,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Wegmans,Manual review / complex ownership,Manual review / complex ownership,290,Obvious Wegmans retailer/private-label / corporate brand line.,"Dark Chocolate | Buffalo Style Flavored Sourdough Pretzels, Buffalo Style | Honey Mustard Flavored Sourdough Pretzels Pieces, Honey Mustard | Brown Sugar Cinnamon Flavored Sourdough Pretzel Pieces, Brown Sugar Cinnamon | Original Natural Smoke Beef Jerky, Original Beef",Wegmans | Wegmans | Wegmans | Wegmans | Wegmans,append_candidate
picard,picard,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,289,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"10 mini-pains au chocolat, pur beurre | Shortbread millionnaire | Brioche Tranchée Pur Beurre Surgelelée Deja Cuite 275 g | Opéra | Petit trianon - Croquant au chocolat",Picard | Picard | Picard | Picard | Picard,append_candidate
marque repere,marque repere,E.Leclerc,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Manual review / complex ownership,285,Marque Repère is an E.Leclerc private-label brand.,Fromage de chèvre | Creme legere | Chevre Frais | coeur de crème | Fromage blanc,"Marque Repère, Leclerc, Les Croisés | Marque Repère | Marque Repère, Les Croisés | Marque Repère, E.Leclerc, les croisés | Marque Repère",append_candidate
milbona,milbona,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,281,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Goldessa | Mozzarella | Yaourt nature | Edam | Mon petit plaisir | Fromage à tartiner ail et fines herbes | Créfé Ail & Fines Herbes | Yogourt fraise | TIRAMISÙ | Yaourt ananas passion,"Milbona | Milbona | Milbona | Milbona | Milbona | Lidl, Milbona | Lidl, Milbona | Lidl,Milbona | Lidl, Milbona | Lidl, Lidl Stiftung & Co. KG, Milbona, Yogosan, Envia",append_candidate
sondey,sondey,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,280,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Envitas Saveur Chocolat-Noisette | Envitas Yaourt | grandino | Biscuits tablette chocolat noir | Mini Brownie | Biscuits au Choco nussa | BIO Mini lunettes | Tartelettes chocolat au lait et caramel | Gaufres de liège choco | Envitas Céréales & Pépites de Chocolat,"Sondey | Sondey | sondey | Sondey | Sondey | Lidl, Sondey | Lidl, Sondey | Lidl, Sondey | Lidl,sondey | Lidl, Sondey",append_candidate
Activia,activia,Danone,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership,273,Known Danone brand / brand line missing from proposed company mapping.,"activia fruits mixés | Activia So Délicat Pointe de Citron Vert | Yaourt Activia au bifidus | Activia Recette au fromage blanc (2,9 % MG) Saveur Vanille | Activia Céréales | Lowfat Yogurt with prune | Activia Mix&Go Muesli Amandes Quinoa Graines de Chia | Mix & go | activia mix&go","Activia, Danone | Activia, Danone | Activia, danone | Activia, Danone | Activia, Danone | Activia | activia | Activia | Activia | Activia",append_candidate
Milka,milka,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,273,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Bonbon au pain d’epices | Mini cookies | Cookies | Muffins Milka | Milka choco muffin | Milka - Noisette Entières - Maxi Format | Saint Nicolas Chocolat au Lait | Choco Cookie Raisins Pieguski | Tablette de chocolat | Sensations cookies Oreo cream | Chocolat au lait du Pays Alpin | Chocolat Noisettes entières | Oeufs de Pâques Tendre au lait Milka | Chocolat au lait du Pays Alpin | Chocolat Noisettes entières (Lot de 2) | Chocolat au lait du Pays Alpin Lot Familial | Mini Tablettes | Milka LU | Milka LU | Les Succulent - Chocolat blanc éclats de spéculoos | Mini Muffin Milka,"Milka | Milka | Milka | Milka | Milka | Milka, Mondelez | Milka, Mondelez | Milka,Mondelez | Milka, Mondelez | Milka,Mondelez | Kraft Foods, Milka | Kraft Foods, Milka | Kraft Foods, Milka | Kraft Foods, Milka | Kraft Foods, Milka | Kraft Foods, Milka, Mondelez | Kraft Foods, Milka, Mondelez | LU, Milka, Mondelez | LU, Milka, Mondelez | Intermarche, Ivoria, Les Créations Ivoria, Milka | Leclerc, Milka",append_candidate
belle france,belle france,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,267,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Crackers aux 3 graines | Crackers Emmental & graines | Sticks et bretzels | Sticks et Bretzels Salés | Tuiles goût épicé,"Belle France, Le Réflexe Bio | Belle France, Le Réflexe Bio | Belle France | Belle France | Belle France",append_candidate
great value,great value,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,266,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Hydrate Alkaline Water | Cream Soda | Purified drinking water | Great value, drink mix, strawberry watermelon | 100% orange juice | Simply clear energy drink enhancer","Great value | Great Value | Great Value | Great Value | Great Value | Simply, Great Value",append_candidate
kinder,kinder,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,265,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Schokobons | Cere Alé | Crunchy Cookies | Bueno | Kinder bueno | Kinder Bueno | Kinder bueno | BOX KINDER MAXI MINI 340 pcs | Barre maxi x 4 | Barres chocolat | Gâteau Kinder Délice cacao et fourré lait - 20x39 g,"Kinder | Kinder | Kinder | Kinder | Kinder | Ferrero, Kinder, Kinder Bueno | Ferrero, Kinder | Ferrero, Kinder | Ferrero, Kinder | Ferrero, Kinder | Ferrero group, Kinder",append_candidate
